id,characteristics_prompt_1,annotator_1,characteristics_prompt_2,annotator_2,characteristics_prompt_3,annotator_3,characteristics_prompt_4,annotator_4,characteristics_prompt_5,annotator_5
0394,朗読をしているような声。男性の声だった。滑舌がいい。低めの声だが通る。,bach3485,,,,,,,,
0395,若い男性が、低音が響く声で、少し囁くように喋っている。,mozart7486,20代男性が静かな声でゆっくりと話している。,saint-saens4172,,,,,,
0396,30代後半の男性が低い声でゆっくりとした喋り方で語っている。,rachmaninov2456,,,,,,,,
0397,30代くらいの男性が、かなり低い声で、ゆっくりと擦りこませるようにしゃべっている。,mozart2934,,,,,,,,
0398,中年男性がじんわりしみじみとした声で自分の昔の記憶を遡るようにしゃべっている。,strauss7858,,,,,,,,
0399,40代くらいの男性が雷鳴のような声で落ち着いて話している。,schumann6366,,,,,,,,
0400,中年の暗い感じの男性が、落ち着いた声でゆっくりと語っている。,mozart2879,,,,,,,,
0401,中年の男性が低い声でゆったりとした感じで喋っていると思います。,schumann1028,,,,,,,,
0402,若い男性が、低い声で、ゆっくりと諭すように喋っている。,beethoven7713,,,,,,,,
0403,声の低い中年男性が、優しく語りかけるように喋っている。,bach9868,,,,,,,,
0404,中年の男性が低い声でゆっくりと語り掛けるように話している。,mahler1404,,,,,,,,
0405,成人男性のダウナーな低い声で物語を語り聞かせるような話し方。,sibelius9289,,,,,,,,
0406,若い男性が、低い声で、ゆっくりと優しく語りかけるように喋っている。,strauss7406,,,,,,,,
0407,20代の男性が低い声で誰かを諭すように喋っている。,beethoven6019,,,,,,,,
0408,30代ぐらいの男性がゆっくり優しい声で話している。,handel3704,,,,,,,,
0409,怪しげな雰囲気のある中年の男性が、ゆっくりと静かに語りかけている。,brahms1402,,,,,,,,
0410,40代男性が低い声でささやくようなしゃべり方をしている。,grieg5917,,,,,,,,
0411,20代の男性が鼻が詰まった低い声でゆっくり朗読するように喋っている。,schumann4930,,,,,,,,
0412,年齢は分かりづらいが男性が、絵本を読むようなゆっくりしたトーンで話していた。,verdi4955,,,,,,,,
0413,男性が、低音の野太い声で、可愛らしい感じで話をしている。,saint-saens2604,,,,,,,,
0414,成人男性が低い声色の女性口調で話している。,bizet2367,,,,,,,,
0415,男性が、落ち着いた語り口調で、何かを読んでいる。,mendelsohn0270,,,,,,,,
0416,30代くらいの男性が、渋めの声で、ゆっくりめに喋っている。,ravel0798,,,,,,,,
0417,若い男性が、低い声で、ゆったりと喋っている。,bizet3787,,,,,,,,
0418,中年の男性が、少し低めの声で、相手に分かるようゆっくり喋っている。,liszt7210,,,,,,,,
0419,中年くらいの男性が、女性のような中性的な声で、語りかけるようにしゃべっている。,debussy6232,,,,,,,,
0420,40代男性が、低い声で、語りかけるように喋っている。,liszt0782,,,,,,,,
0421,年配の男性が、通りがよくて聞き取りやすい声でゆっくりと、原稿を読んでいるように喋っている。,grieg5212,,,,,,,,
0422,60代の男性が優しい感じの声でゆっくり話している。,paganini1748,,,,,,,,
0423,20代くらいの女性が、はきはきした声で、早口でしゃべっている。,brahms5220,,,,,,,,
0424,若い女性が、相手に理解を求めているかのように話をしている。,monteverdi9855,,,,,,,,
0425,若めの女性が低めの声で不満を述べている。,paganini0084,,,,,,,,
0426,若い女性が、少し低音の声で、少し残念そうに今の状況を話している。,monteverdi3092,,,,,,,,
0427,20代の女性が、笑いを含んだような声で、早口で喋っている。,sibelius5028,,,,,,,,
0428,若い女性が、やや早口で、とまどいながらしゃべっている。,chopin4043,,,,,,,,
0430,上げてね（ない）と言って、これを利用して隠す事をひらめいて少し感動した声。,verdi8774,,,,,,,,
0431,女性がもごもごとした小声で早口に喋っている。,haydn3932,,,,,,,,
0432,十代後半の明るい女性が、元気で可愛い声で、相手の耳元で囁くように喋っている。,dvorak0189,,,,,,,,
0434,若い女性が、可愛らしい声で、はきはきと話している。,puccini2442,,,,,,,,
0435,10代女性が可愛らしい高い声で確かめるように話している。,mahler6679,,,,,,,,
0436,20代くらいの女性が、高めの声で、説明口調で喋っている。,verdi8869,,,,,,,,
0437,若いおとなしい女性が、高音で、ものをねだるように喋っている。,schubert4525,,,,,,,,
0438,20代前半の女性が、アニメ声のような高い声で何かを語りかけるようにしゃべっている。,debussy3601,,,,,,,,
0439,２０代の元気な女性が、イベントで司会をするかのように丁寧に喋っている。,rachmaninov7209,,,,,,,,
0440,20代の女性の声で、喋り方は明るいのですが、ノイズ？のような音で聞きにくかったです。,wagner8845,,,,,,,,
0441,中年の男性が低くて渋い声で語るように喋っている。,vivaldi3301,,,,,,,,
0442,四十代ぐらいの男性が、渋い低めの声でゆっくりと説明口調で喋っている。,beethoven4967,,,,,,,,
0443,30代の男性が声を低くして、伝えやすい声で、マイクを使って話している。,haydn9067,,,,,,,,
0444,若い強気な男性が、強く激しい声で、相手を罵倒しながらも立ち直らせようという風に喋っている。,dvorak0226,,,,,,,,
0477,明るそうな男性がはきはきすらすらとした声で説明するように喋っている。,vivaldi3301,,,,,,,,
0478,少し鼻声。男性の声。アニメとかドラマのセリフみたいな感じことを喋っていた。,bach3485,,,,,,,,
0479,アニメのキャラクターが、はきはきとした声で、ゆっくりと喋っている。,bizet8406,,,,,,,,
0480,若くて明るい女性が、元気な声で、挨拶をするような感じで喋っている。,chopin0060,,,,,,,,
0481,アニメ声の女性が少し声を枯らしながらはっきりと話しています。,wagner0128,,,,,,,,
0482,50代くらいの女性がハキハキとアナウンサーのように聞き取りやすいように。,dvorak1298,,,,,,,,
0484,40代女性が、落ち着いた声で、早口で喋っている。,dvorak5228,,,,,,,,
0485,中年のアナウンサー風の女性が、テレビショッピングのような公的な感じで喋っている。,haydn4907,,,,,,,,
0486,20代の女性が、高くて透明感のある声で、呆れた感情を出しながら早口で喋っている。,badarzewska7662,,,,,,,,
0487,30代ぐらいの男性が、低い声で、威圧的に喋っている。,mendelsohn7808,,,,,,,,
0488,成年〜中年男性が呆れたような口調で人に言い聞かせるように喋っている。,verdi4863,,,,,,,,
0489,中年風の女性が若干早口で落ち着いた雰囲気の口調で話している。,rachmaninov5114,,,,,,,,
0490,20代くらいの男性が、はきはきした声で、ウィスパーボイスで話している。,grieg0753,,,,,,,,
0491,男性が、少し低めの声で、つぶやくように喋っている。,monteverdi6135,,,,,,,,
0492,10代の男性がボソボソと独り言を言っている。,haydn9067,,,,,,,,
0493,大学生くらいの若い男性が、ひそひそした小さな声で、 相手だけにコッソリ伝えるように喋っている。,elger1413,,,,,,,,
0494,若い男性が、すこしとまどったような声で、言葉につかえながらしゃべっている。,brahms6915,,,,,,,,
0495,中年の男性が軽い感じの声で不満そうに少し早口で話している。,rachmaninov8078,,,,,,,,
0496,若い男性の声で、知り合いを諭すような強めのしゃべり。,rossini0474,,,,,,,,
0497,30代くらいの男性が、イラつきながら愚痴っている。,wagner9867,,,,,,,,
0498,51歳でアルバイト生活の男性がはきはきとした低い声で自信満々にしゃべっている。,tchaikovsky7924,,,,,,,,
0499,30代の男性の声で、少し元気がないような声でした。喋り方は普通でした。,wagner8845,,,,,,,,
0500,20代の男性が、大きくてハキハキとした明るい声で、考えながら相手に説明をするような感じで喋っている。,mahler5467,,,,,,,,
0501,中年の男性が低い声で周囲に促すように喋っている。,elger5396,,,,,,,,
0502,中年の男性が、少し早口で専門的な話をしている。,brahms1402,,,,,,,,
0503,高齢の強そうな男性が低い声で、悩みを語るように話している。,rachmaninov7209,,,,,,,,
0504,中年の男性が低めの声で朗読風の口調でしゃべっている。,shostakovich2991,,,,,,,,
0506,中年の真面目な男性が、語気強い低めな声で、相手を強く鼓舞するように喋っている。,dvorak0189,,,,,,,,
0507,50代くらいの男性が、低いが聞き取りやすい声でアニメの声優のような感じでしゃべっている。,debussy3601,,,,,,,,
0508,中年男性が、低い声で、嫉妬をこめて喋っている。,schubert4525,,,,,,,,
0509,中年男性が、渋い声で、語りかけるように話している。,ravel0095,,,,,,,,
0510,若い男性が雄々しい声で勇壮な声を出している。,ravel6508,,,,,,,,
0512,30代の男性が大きな声で一言いった後に、相手に寄り添うように話かけている。,haydn9067,,,,,,,,
0513,若めの成人男性がハキハキとした口調で慇懃に喋っている。,strauss1480,,,,,,,,
0532,40代ぐらいの男性が、大きな声で、語りかけるように喋っている。,handel0556,,,,,,,,
0533,若そうな女性が、はきはきとした声で、あまったるい口調でしゃべっている。,mendelsohn8468,,,,,,,,
0534,中年風の男性が落ち着いだ口調で何かの解説を行っている。,rachmaninov5114,,,,,,,,
