id,gender_1,pitch_1,speaking_rate_1,others_1,annotator_1,gender_2,pitch_2,speaking_rate_2,others_2,annotator_2,gender_3,pitch_3,speaking_rate_3,others_3,annotator_3,gender_4,pitch_4,speaking_rate_4,others_4,annotator_4,gender_5,pitch_5,speaking_rate_5,others_5,annotator_5
0354,男性,落ち着いた,,知ったような態度,rossini1911,,,,,,,,,,,,,,,,,,,,
0355,女性,,,"10代から20代, 少しいらいらした感じ",monteverdi0284,,,,,,,,,,,,,,,,,,,,
0356,男性,"不機嫌そうな, 呆れたような",,"20台後半くらい, 誰かに言い聞かすように",wagner9040,,,,,,,,,,,,,,,,,,,,
0357,男性,イケボイス,,"30代, 優しい",paganini3912,,,,,,,,,,,,,,,,,,,,
0358,男性,低い,ゆっくり,はっきり,rachmaninov5320,,,,,,,,,,,,,,,,,,,,
0359,男性,高い,ハキハキ,"成人, アニメ声優のような, 爽やかな",badarzewska1916,,,,,,,,,,,,,,,,,,,,
0360,男性,ものすごく低い,ゆっくり丁寧に,30～40歳代,dvorak5139,,,,,,,,,,,,,,,,,,,,
0361,男性,はきはきとした,,"20代, 怒っている",bach9730,,,,,,,,,,,,,,,,,,,,
0362,女性,,はきはき,"若い, 自身に問いかけるように",chopin2355,,,,,,,,,,,,,,,,,,,,
0363,女性,少し低い,静かに,"若い, ちょっと怖がらせるように",liszt7210,,,,,,,,,,,,,,,,,,,,
0364,男性,低い,,"30代, 冷たく諭すように",badarzewska0441,男性,低い,,"30代, 断言",bizet7541,,,,,,,,,,,,,,,
0365,男性,,,"20代から30代, 抑揚少ない印象, 強気の一言目二言目, しょんぼり感の最後",mozart2863,,,,,,,,,,,,,,,,,,,,
0366,女性,エコーのかかったやや暗い,,"若い, 驚きがっかりしい",mahler1404,,,,,,,,,,,,,,,,,,,,
0367,女性,高い,,"若い, やや砕けた雰囲気",tchaikovsky6606,,,,,,,,,,,,,,,,,,,,
0368,女性,,物静か,"20代, きっぱりした口調",badarzewska1530,,,,,,,,,,,,,,,,,,,,
0369,男性,高め,,"20代, 疲れた感じ",mozart2879,,,,,,,,,,,,,,,,,,,,
0370,女性,少し暗めの,,舌足らずな,verdi9766,,,,,,,,,,,,,,,,,,,,
0371,女性,,,"20代, ひそひそ",verdi8193,,,,,,,,,,,,,,,,,,,,
0372,女性,囁くような,,"若い, 相手に問いかけるように",handel5926,,,,,,,,,,,,,,,,,,,,
0373,女性,囁くような,ゆっくり,若い,mendelsohn7808,,,,,,,,,,,,,,,,,,,,
0374,若い男性,太い,,怒気を込めて、演じるように,shostakovich8062,,,,,,,,,,,,,,,,,,,,
0375,男性,,はきはき,"若い, 驚いた感じ",monteverdi0967,,,,,,,,,,,,,,,,,,,,
0388,男性,,,"20代後半, 生徒に教えるような感じ, 講義している",elger9149,,,,,,,,,,,,,,,,,,,,
0389,女性,幼い,,"20代, やる気のなさそう",sibelius9498,,,,,,,,,,,,,,,,,,,,
0390,男性,しゃがれた,,"高齢, 楽しそう",brahms1342,,,,,,,,,,,,,,,,,,,,
0391,男性,高め,,"20代, 興奮気味",schumann1397,,,,,,,,,,,,,,,,,,,,
0392,男性,落ち着いた,ゆっくり,30、40代ぐらいの,dvorak5832,,,,,,,,,,,,,,,,,,,,
0393,男性,バリトンボイス,分かりやすく,"中高年, 饒舌",puccini0384,,,,,,,,,,,,,,,,,,,,
0394,男性,低め,,滑舌がいい,bach3485,,,,,,,,,,,,,,,,,,,,
0395,男性,低音が響く,,"若い, 少し囁くように",mozart7486,男性,静かな,ゆっくりと,20代,saint-saens4172,,,,,,,,,,,,,,,
0396,男性,低い,ゆっくり,30代後半,rachmaninov2456,,,,,,,,,,,,,,,,,,,,
0397,男性,かなり低い,ゆっくりと,"30代くらい, 擦りこませるように",mozart2934,,,,,,,,,,,,,,,,,,,,
0398,男性,じんわりしみじみとした,,中年,strauss7858,,,,,,,,,,,,,,,,,,,,
0399,男性,雷鳴のような,,"40代, 落ち着いて",schumann6366,,,,,,,,,,,,,,,,,,,,
0400,男性,低い,ゆっくりと,"中年, 暗い感じ, 落ち着いた",mozart2879,,,,,,,,,,,,,,,,,,,,
0401,男性,低い,ゆったりとした,中年,schumann1028,,,,,,,,,,,,,,,,,,,,
0402,男性,低い,ゆっくりと,"若い, 諭すように",beethoven7713,,,,,,,,,,,,,,,,,,,,
0403,男性,低い,,"中年, 優しい語りかけ",bach9868,,,,,,,,,,,,,,,,,,,,
0404,男性,低い,ゆっくりと,中年,mahler1404,,,,,,,,,,,,,,,,,,,,
0405,男性,低い,,成人,sibelius9289,,,,,,,,,,,,,,,,,,,,
0406,男性,低い,ゆっくりと,"若い, 優しく語りかけるように",strauss7406,,,,,,,,,,,,,,,,,,,,
0407,男性,低い,,"20代, 諭すように",beethoven6019,,,,,,,,,,,,,,,,,,,,
0408,男性,優しい,ゆっくり,30代ぐらい,handel3704,,,,,,,,,,,,,,,,,,,,
0409,男性,,ゆっくり,"中年, 怪しげな雰囲気",brahms1402,,,,,,,,,,,,,,,,,,,,
0410,男性,低い,,"40代, ささやくようなしゃべり方",grieg5917,,,,,,,,,,,,,,,,,,,,
0411,男性,低い,ゆっくり,"20代, 鼻が詰まっている, 朗読するように",schumann4930,,,,,,,,,,,,,,,,,,,,
0412,男性,低い,ゆっくりした,絵本を読むような,verdi4955,,,,,,,,,,,,,,,,,,,,
0413,男性,"低い, 野太い",,可愛らしい感じ,saint-saens2604,,,,,,,,,,,,,,,,,,,,
0414,女性,低い,,成人,bizet2367,,,,,,,,,,,,,,,,,,,,
0415,男性,,落ち着いた,"語り口調, 読んでいる",mendelsohn0270,,,,,,,,,,,,,,,,,,,,
0416,男性,渋めの声,ゆっくりめ,30代くらい,ravel0798,,,,,,,,,,,,,,,,,,,,
0417,男性,低い,ゆったり,若い,bizet3787,,,,,,,,,,,,,,,,,,,,
0418,男性,少し低め,ゆっくり,中年,liszt7210,,,,,,,,,,,,,,,,,,,,
0419,男性,中性的な,,"中年くらい, 語りかけるよう",debussy6232,,,,,,,,,,,,,,,,,,,,
0420,男性,低い,,"40代, 語りかけるように",liszt0782,,,,,,,,,,,,,,,,,,,,
0421,男性,通りが良い,ゆっくりと,年配,grieg5212,,,,,,,,,,,,,,,,,,,,
0422,男性,優しい,ゆっくり,60代,paganini1748,,,,,,,,,,,,,,,,,,,,
0423,女性,高い,早口,"20代, はきはき",brahms5220,,,,,,,,,,,,,,,,,,,,
0424,女性,,,"若い, 理解を求めているかのように",monteverdi9855,,,,,,,,,,,,,,,,,,,,
0425,女性,低め,,"若め, 不満",paganini0084,,,,,,,,,,,,,,,,,,,,
0426,女性,少し低い,,"若い, 少し残念そう",monteverdi3092,,,,,,,,,,,,,,,,,,,,
0427,女性,笑いを含んだような,早口,20代,sibelius5028,,,,,,,,,,,,,,,,,,,,
0428,女性,,やや早口,"若い, とまどい",chopin4043,,,,,,,,,,,,,,,,,,,,
0430,,上げてね（ない）と言って、感動した,,,verdi8774,,,,,,,,,,,,,,,,,,,,
0431,女性,小声,早口,もごもごとした,haydn3932,,,,,,,,,,,,,,,,,,,,
0432,女性,可愛い,,"十代後半, 明るい, 元気, 相手の耳元で囁くように",dvorak0189,,,,,,,,,,,,,,,,,,,,
0434,女性,可愛らしい,はきはき,若い,puccini2442,,,,,,,,,,,,,,,,,,,,
0435,女性,高い,,"10代, 可愛らしい, 確かめるように",mahler6679,,,,,,,,,,,,,,,,,,,,
0436,女性,高めの,,"20代くらい, 説明口調",verdi8869,,,,,,,,,,,,,,,,,,,,
0437,女性,高音,,"若い, おとなしい, ものねだり",schubert4525,,,,,,,,,,,,,,,,,,,,
0438,女性,高い,,"20代前半, アニメ声のような",debussy3601,,,,,,,,,,,,,,,,,,,,
0439,女性,,丁寧,"２０代, 元気, イベント, 司会",rachmaninov7209,,,,,,,,,,,,,,,,,,,,
0440,女性,,,"20代, 明るい, ノイズ",wagner8845,,,,,,,,,,,,,,,,,,,,
0441,男性,低い,,"中年, 渋い",vivaldi3301,,,,,,,,,,,,,,,,,,,,
0442,男性,低め,ゆっくり,"四十代, 渋い, 説明口調",beethoven4967,,,,,,,,,,,,,,,,,,,,
0443,男性,低い,伝えやすい,"30代, マイクを使って話す",haydn9067,,,,,,,,,,,,,,,,,,,,
0444,男性,強く激しい,,"若い, 強気, 相手を罵倒, 立ち直らせよう",dvorak0226,,,,,,,,,,,,,,,,,,,,
0477,男性,"はきはき, すらすら",,明るそう,vivaldi3301,,,,,,,,,,,,,,,,,,,,
0478,男性,低め,,"鼻声あり, アニメやドラマのセリフのような感じ",bach3485,,,,,,,,,,,,,,,,,,,,
0479,,はきはき,ゆっくり,アニメのキャラクター,bizet8406,,,,,,,,,,,,,,,,,,,,
0480,女性,高い,,"若くて明るい, 挨拶をするような感じ",chopin0060,,,,,,,,,,,,,,,,,,,,
0481,女性,高い,,"アニメ声, 少し声を枯らし, はっきりと話す",wagner0128,,,,,,,,,,,,,,,,,,,,
0482,女性,,ハキハキと,50代くらい、アナウンサーのように、聞き取りやすいように,dvorak1298,,,,,,,,,,,,,,,,,,,,
0484,女性,落ち着いた,早口,40代,dvorak5228,,,,,,,,,,,,,,,,,,,,
0485,女性,,,"中年, アナウンサー風, テレビショッピング, 公的な感じ",haydn4907,,,,,,,,,,,,,,,,,,,,
0486,女性,高い,早口,"20代, 透明感のある, 呆れた感情を出している",badarzewska7662,,,,,,,,,,,,,,,,,,,,
0487,男性,低い,,"30代ぐらい, 威圧的",mendelsohn7808,,,,,,,,,,,,,,,,,,,,
0488,男性,,,"成年〜中年, 呆れたような口調, 人に言い聞かせるように",verdi4863,,,,,,,,,,,,,,,,,,,,
0489,女性,,若干早口,"中年風, 落ち着いた雰囲気",rachmaninov5114,,,,,,,,,,,,,,,,,,,,
0490,男性,高い,速い,"20代くらい, はきはき, ウィスパーボイス",grieg0753,,,,,,,,,,,,,,,,,,,,
0491,男性,少し低め,,つぶやくように,monteverdi6135,,,,,,,,,,,,,,,,,,,,
0492,男性,,,"10代, ボソボソ, 独り言",haydn9067,,,,,,,,,,,,,,,,,,,,
0493,若い男性,小さな声,,"大学生くらい, ひそひそした, 相手だけにコッソリ伝える",elger1413,,,,,,,,,,,,,,,,,,,,
0494,男性,すこしとまどったような声,言葉につかえながら,若い,brahms6915,,,,,,,,,,,,,,,,,,,,
0495,男性,軽い,少し早口,"中年, 不満そう",rachmaninov8078,,,,,,,,,,,,,,,,,,,,
0496,男性,若い,強め,知り合いを諭す,rossini0474,,,,,,,,,,,,,,,,,,,,
0497,男性,,,"30代, イラつき",wagner9867,,,,,,,,,,,,,,,,,,,,
0498,男性,低い,はきはきとした,"51歳, アルバイト生活, 自信満々",tchaikovsky7924,,,,,,,,,,,,,,,,,,,,
0499,男性,少し元気がない,普通,30代,wagner8845,,,,,,,,,,,,,,,,,,,,
0500,男性,大きくてハキハキとした明るい,,"20代, 考えながら相手に説明をするような感じ",mahler5467,,,,,,,,,,,,,,,,,,,,
0501,男性,低い,促すように,中年,elger5396,,,,,,,,,,,,,,,,,,,,
0502,男性,,少し早口,"中年, 専門的な話",brahms1402,,,,,,,,,,,,,,,,,,,,
0503,男性,低い,,"高齢, 強そうな, 悩みを語る",rachmaninov7209,,,,,,,,,,,,,,,,,,,,
0504,男性,低め,,"中年, 朗読風の口調",shostakovich2991,,,,,,,,,,,,,,,,,,,,
0506,男性,低め,,"中年, 真面目, 強い鼓舞",dvorak0189,,,,,,,,,,,,,,,,,,,,
0507,男性,低いが聞き取りやすい,,"50代くらい, アニメの声優のような感じ",debussy3601,,,,,,,,,,,,,,,,,,,,
0508,男性,低い,,"中年, 嫉妬",schubert4525,,,,,,,,,,,,,,,,,,,,
0509,男性,渋い,語りかけるように,中年,ravel0095,,,,,,,,,,,,,,,,,,,,
0510,男性,雄々しい,,"若い, 勇壮",ravel6508,,,,,,,,,,,,,,,,,,,,
0512,男性,大きな,,"30代, 相手に寄り添って話かける",haydn9067,,,,,,,,,,,,,,,,,,,,
0513,男性,,ハキハキ,若めの成人,strauss1480,,,,,,,,,,,,,,,,,,,,
0532,男性,大きい,,40代,handel0556,,,,,,,,,,,,,,,,,,,,
0533,女性,,はきはきとした,"若そうな, あまったるい口調",mendelsohn8468,,,,,,,,,,,,,,,,,,,,
0534,男性,低い,落ち着いた,中年風,rachmaninov5114,,,,,,,,,,,,,,,,,,,,
0535,男性,,,"20代, 不満, ふてくされたよう",bizet8820,,,,,,,,,,,,,,,,,,,,
0536,男性,やや高い,,"60代前後, 思い浮かべたことに対して気づいたような",brahms6915,,,,,,,,,,,,,,,,,,,,
0537,男性,,ゆっくりとした,"50代ぐらい, 大人しそう",handel9658,,,,,,,,,,,,,,,,,,,,
0538,男性,低い,,"中年, 怒っている, 考えを整理しながら, はっきりしない",bruchner9218,,,,,,,,,,,,,,,,,,,,
0539,男性,はきはきした,,"40代, 落ち着いて",puccini6744,,,,,,,,,,,,,,,,,,,,
0540,男性,,少し口早,50代くらい,wagner9867,,,,,,,,,,,,,,,,,,,,
0541,中年男性,低め、こもった,少し早め,聞き取りにくい,grieg4411,,,,,,,,,,,,,,,,,,,,
0542,男性,,,昔懐かしいラジカセのような声,monteverdi3560,,,,,,,,,,,,,,,,,,,,
0543,女性,高い,ゆっくり,"30代, 落ち着いて",vivaldi5089,,,,,,,,,,,,,,,,,,,,
0544,,テープか機械のような,,,schumann9917,,,,,,,,,,,,,,,,,,,,
0545,女性,大きな,ハキハキ,"中年, 説明口調",ravel2762,,,,,,,,,,,,,,,,,,,,
0546,女性,はきはきとした,ゆっくりと一定の速度で,40代,mahler4491,,,,,,,,,,,,,,,,,,,,
0547,女性,平坦な,ハキハキとした,"若い, 文章を読み上げるように",vivaldi0215,,,,,,,,,,,,,,,,,,,,
0548,女性,,わかりやすく,"30代～40代, はきはき",bizet3985,,,,,,,,,,,,,,,,,,,,
0549,女性,機械的な,,"中年, 感情や抑揚を感じられない口調",bizet7913,女性,高い,速い,"若い, はきはきした, 一語一語はっきり",mendelsohn5203,,,,,,,,,,,,,,,
0550,女性,,淡々と,"50代くらい, 機械音声, 駅の案内放送読み上げ",sibelius4439,,,,,,,,,,,,,,,,,,,,
0551,女性,少し高め,はきはきと聞き取りやすい速さ,30代,badarzewska9358,,,,,,,,,,,,,,,,,,,,
0552,女性,,,"アナウンサーのような口調, 丁寧",schubert8695,,,,,,,,,,,,,,,,,,,,
0553,女性,はっきりとした,ゆっくりと,若い,elger6866,,,,,,,,,,,,,,,,,,,,
0554,女性,落ち着いた,,"中年, 機械的な喋り方",rachmaninov0282,,,,,,,,,,,,,,,,,,,,
0555,女性,はっきりと,,自動生成されたような,mozart6656,,,,,,,,,,,,,,,,,,,,
0556,女性,鼻にかかった,少し急ぎ気味,"30代, 穏やか, ハキハキ",bizet2680,,,,,,,,,,,,,,,,,,,,
0557,女性,,,"40代, 落ち着いた, はっきり口調",badarzewska7654,女性,,わかりやすく,"30代～40代, はきはき",monteverdi0410,,,,,,,,,,,,,,,
0558,女性,はっきりとした,,40代,vivaldi8730,,,,,,,,,,,,,,,,,,,,
0559,女性,高い,ゆっくり丁寧に,"40代, 真面目",schumann4792,,,,,,,,,,,,,,,,,,,,
0560,女性,高い,はきはき,"40代, 人に教えるような感じ",wagner6648,,,,,,,,,,,,,,,,,,,,
0561,女性,はきはきとした,ゆっくりと,中年,vivaldi6482,,,,,,,,,,,,,,,,,,,,
0562,女性,はっきりとした,ゆっくり,"中年, 暗い, 説明するように",debussy2444,,,,,,,,,,,,,,,,,,,,
0563,女性,はきはきした,,"40代, 呼びかけるように",beethoven4422,,,,,,,,,,,,,,,,,,,,
0564,女性,,ゆっくりと,"中年, 感情の読み取れない",haydn2584,,,,,,,,,,,,,,,,,,,,
0565,女性,知的な,丁寧に,"中年, 真面目, 落ち着いて",beethoven1387,,,,,,,,,,,,,,,,,,,,
0566,女性,,ゆっくりと,"若い, 滑舌の良い, 鼻濁音を使って",bruchner0737,,,,,,,,,,,,,,,,,,,,
0567,女性,よく通った,ゆっくり丁寧に,"40歳代, 場内アナウンスのように",dvorak3242,,,,,,,,,,,,,,,,,,,,
0568,女性,,機械的,"30代前後, 落ち着いた",saint-saens7851,,,,,,,,,,,,,,,,,,,,
0569,女性,高い,,"中年, やさしい, 注意を促す",liszt3315,,,,,,,,,,,,,,,,,,,,
0570,女性,淡々と、落ち着いた,ハキハキ,説明口調,mahler5754,,,,,,,,,,,,,,,,,,,,
0571,女性,生真面目そうなきっぱりとした,,"落ち着いた, 自動音声のような話し方",vivaldi0069,,,,,,,,,,,,,,,,,,,,
0572,女性,,はきはきとした,"中年, 機械のように",ravel8803,女性,,,落ち着いてアナウンスしている,wagner1429,,,,,,,,,,,,,,,
0573,女性,,ハキハキ,"中年, 丁寧, わかりやすく",mendelsohn6606,,,,,,,,,,,,,,,,,,,,
0574,女性,大きい,,"若い, 電車の車掌のよう",bruchner8758,女性,落ち着いた,,"若い, 淡々",verdi2492,,,,,,,,,,,,,,,
0575,女性,はきはきした声,,中年,elger6289,,,,,,,,,,,,,,,,,,,,
0576,女性,,はきはきとした,"40代, 注意を呼びかける感じ",liszt7836,,,,,,,,,,,,,,,,,,,,
0577,女性,高い,,"40代, 説明するような感じ",dvorak6689,,,,,,,,,,,,,,,,,,,,
0578,女性,反響した,,"中年, アナウンス",puccini2920,女性,良く通る,ゆっくりと,30代,rachmaninov7459,,,,,,,,,,,,,,,
0579,女性,はっきりとした,,"30代, 説明",haydn1093,,,,,,,,,,,,,,,,,,,,
0580,女性,はっきりした,聞きやすく理解しやすい,若い,schumann5866,,,,,,,,,,,,,,,,,,,,
0581,女性,少し高い,,"30代ぐらい, はっきりしている, 硬そう",schubert2627,,,,,,,,,,,,,,,,,,,,
0582,性,ハッキリとした,,"30代くらい, アナウンス",beethoven0815,,,,,,,,,,,,,,,,,,,,
0583,女性,はっきりとした,分かりやすく,中年,ravel3833,,,,,,,,,,,,,,,,,,,,
0584,女性,明るい,ゆっくり,"中年, 真面目",ravel3777,,,,,,,,,,,,,,,,,,,,
0585,女性,はきはきした,わかりやすく,"40代, アナウンス",badarzewska6858,,,,,,,,,,,,,,,,,,,,
0586,女性,,,"やや若い, 電車内で電車の案内放送をしている感じの声",schubert0875,,,,,,,,,,,,,,,,,,,,
0587,女性,ハキハキとした,ゆっくりと,20代,bizet4889,,,,,,,,,,,,,,,,,,,,
0588,女性,高い,速い,"成人, 説明するように",debussy3111,女性,明るい,,"中年, はきはき",paganini4188,,,,,,,,,,,,,,,
0589,女性,,ゆったりとした,"40代くらい, はきはき",liszt6928,,,,,,,,,,,,,,,,,,,,
0590,女性,,普通,"40代, 淡々とした感じ, 案内",mozart4865,,,,,,,,,,,,,,,,,,,,
0591,女性,高い,はきはき,"20代くらい, 落ち着いた, アナウンスを読み上げている",paganini7017,,,,,,,,,,,,,,,,,,,,
0592,女性,明るい,,"中年, 落ち着いた, 丁寧",ravel4621,,,,,,,,,,,,,,,,,,,,
0593,女性,,ゆっくりと,"50代, はっきりした口調",monteverdi0736,,,,,,,,,,,,,,,,,,,,
0594,女性,非常に落ち着いた,聞き取りやすいように,,handel1758,女性,高い,ゆっくり,"中年, 明るい, 丁寧",haydn0841,,,,,,,,,,,,,,,
0595,,,ゆっくり,"中年, 真面目, はきはき, 落ち着いた, 丁寧に伝えるように",handel7654,,,,,,,,,,,,,,,,,,,,
0596,女性,高い,,機械のノイズあり,bruchner5299,女性,少し割れた,アナウンスするように,"中年, マイクを通した",monteverdi0936,,,,,,,,,,,,,,,
0597,女性,聞き取りやすい,ゆっくりとした,30代くらい,chopin2238,,,,,,,,,,,,,,,,,,,,
0598,女性,,ゆっくりめ,"３０代, 多くの人が聞き取りやすいように, ハキハキ",schubert1276,,,,,,,,,,,,,,,,,,,,
0599,女性,高い,ゆっくり,"40代, ハキハキ, 熱を入れる",bizet0086,,,,,,,,,,,,,,,,,,,,
0600,女性,少し高い,ゆっくり,"中年, 明るい, アナウンス風",schumann6217,,,,,,,,,,,,,,,,,,,,
0601,女性,はっきりとした,,"中年ぐらい, 落ち着いた口調, 無感情",monteverdi3423,女性,高い,ゆっくり,"中年, 淡々",vivaldi6209,,,,,,,,,,,,,,,
0602,女性,,はっきり聞き取りやすい,"大人, しっかり, 安定した",brahms6189,,,,,,,,,,,,,,,,,,,,
0603,女性,高い,,"デジタル作成された, 聞き取りやすい, 丁寧にアナウンス",paganini0282,,,,,,,,,,,,,,,,,,,,
0604,女性,高い,ゆっくり,美しいアナウンス,bizet1873,,,,,,,,,,,,,,,,,,,,
0605,女性,機械が話しているような口調,,30代くらい,mozart2894,,,,,,,,,,,,,,,,,,,,
0606,女性,,,"30代, 落ち着いた, はっきりとわかりやすく",rossini3818,,,,,,,,,,,,,,,,,,,,
0607,女性,,,"成人, バスのアナウンスのような音量・口調",rossini2214,,,,,,,,,,,,,,,,,,,,
0608,女性,通った,ハキハキとした,"中年, 列車案内",chopin6375,女性,高い,ゆっくり,"若い, ハキハキ",elger3936,,,アナウンスのよう,話し方はそれ向きではない,handel4532,,,,,,,,,,
0609,女性,高い,ゆっくり,はっきりした口調,liszt4208,,,,,,,,,,,,,,,,,,,,
0610,女性,,ゆっくりとした,"40代, 丁寧, はっきりと",ravel3338,,,,,,,,,,,,,,,,,,,,
0611,女性,高い,,"中年, アナウンス風",saint-saens2702,,,,,,,,,,,,,,,,,,,,
0612,,はっきり,,聞きやすい,rachmaninov5676,,,,,,,,,,,,,,,,,,,,
0613,若い女性,"明るい, はきはきした",,電車のホームにいる人に呼び掛けるように喋っている,strauss4047,,,,,,,,,,,,,,,,,,,,
0614,女性,,ゆっくりと,"20から30代, スピーカー越しの, はっきりした, 聞かせるように",dvorak7739,,,,,,,,,,,,,,,,,,,,
0615,女性,,,"若い, はっきりとした発音, しっかりと話している",mendelsohn5984,,,,,,,,,,,,,,,,,,,,
0616,女性,,ハキハキとわかりやすく,"40歳前後, 列車案内",ravel6206,,,,,,,,,,,,,,,,,,,,
0617,女性,,非常にはきはき,"40代前半, 明るい雰囲気",grieg7709,,,,,,,,,,,,,,,,,,,,
0618,女性,機械的に,,音声アナウンス,mozart1034,,,,,,,,,,,,,,,,,,,,
0619,女性,,ゆっくり,成人,rachmaninov1605,,,,,,,,,,,,,,,,,,,,
0620,女性,,ゆっくりと,"中年, 一音毎にはっきりした発音, 聞きやすい",wagner1687,,,,,,,,,,,,,,,,,,,,
0621,女性,高い,,はっきりとアナウンス,bach8729,女性,生き生きとした,,明確に事実を述べるかのようなトーン,dvorak9939,,,,,,,,,,,,,,,
